Date,test_actual,test_forecast
2025-01-16,0.1740319824821503,0.17523958
2025-01-17,0.1781178101780773,0.17671871
2025-01-21,0.1422688364566579,0.14389166
2025-01-22,0.1428691442917015,0.14234659
2025-01-23,0.1412929131384854,0.13955198
2025-01-24,0.1411284869848073,0.13642044
2025-01-27,0.1459629959964165,0.14325678
2025-01-28,0.1492126172420868,0.14792304
2025-01-29,0.1448436548994563,0.1436295
2025-01-30,0.1384596904078267,0.13799667
2025-01-31,0.1394055823183472,0.13663413
2025-02-03,0.1417639738009505,0.14049265
2025-02-04,0.1370739459958374,0.13566229
2025-02-05,0.1363964468903049,0.13464172
2025-02-06,0.1288906080329926,0.12647697
2025-02-07,0.1343474709035165,0.1253033
2025-02-10,0.1209751571729259,0.1231242
2025-02-11,0.1210513328221528,0.11644667
2025-02-12,0.1224682728803528,0.118336245
2025-02-13,0.1116705597226083,0.112391844
2025-02-14,0.1111247932000959,0.10852895
2025-02-18,0.1067123865013567,0.104087204
2025-02-19,0.1026436340509826,0.09888979
2025-02-20,0.1024537637873293,0.09722749
2025-02-21,0.1179182842093041,0.11529803
2025-02-24,0.1184493472466833,0.116063215
2025-02-25,0.1087680326715841,0.110204756
2025-02-26,0.1035771667932074,0.09909644
2025-02-27,0.1164009464734322,0.11560666
2025-02-28,0.1290773271545893,0.1283443
2025-03-03,0.141525574611348,0.13904028
2025-03-04,0.1451878454015538,0.14393024
2025-03-05,0.1489326280442794,0.14705686
2025-03-06,0.1580456441843346,0.1582821
2025-03-07,0.1593131659003565,0.16047037
2025-03-10,0.1802804409414135,0.18388234
2025-03-11,0.1768558565527839,0.18756172
2025-03-12,0.1792632030066857,0.18778808
2025-03-13,0.1823123707415327,0.19484082
2025-03-14,0.1960628791514476,0.19835287
2025-03-17,0.200011727872332,0.20403045
2025-03-18,0.2000169798412713,0.20889382
2025-03-19,0.2059387008145443,0.20681764
2025-03-20,0.2059648365874752,0.20596363
2025-03-21,0.1997619708248943,0.19560754
2025-03-24,0.2128536014901624,0.20722766
