Date,test_actual,test_forecast
2025-01-16,0.1740319824821503,0.13659719046576235
2025-01-17,0.1781178101780773,0.1498418963544776
2025-01-21,0.1422688364566579,0.1454698194523477
2025-01-22,0.1428691442917015,0.1462898009051012
2025-01-23,0.1412929131384854,0.14619174647864266
2025-01-24,0.1411284869848073,0.1434044467562529
2025-01-27,0.1459629959964165,0.14063759548782237
2025-01-28,0.1492126172420868,0.13682627597835428
2025-01-29,0.1448436548994563,0.1437598544436116
2025-01-30,0.1384596904078267,0.1432957217195978
2025-01-31,0.1394055823183472,0.1400245464094675
2025-02-03,0.1417639738009505,0.1373451119032195
2025-02-04,0.1370739459958374,0.13476790961674626
2025-02-05,0.1363964468903049,0.133274240346057
2025-02-06,0.1288906080329926,0.13180356987550082
2025-02-07,0.1343474709035165,0.12875328451386053
2025-02-10,0.1209751571729259,0.12555787179395275
2025-02-11,0.1210513328221528,0.12687575379351176
2025-02-12,0.1224682728803528,0.1257944580847769
2025-02-13,0.1116705597226083,0.1219980753117913
2025-02-14,0.1111247932000959,0.11894512532943369
2025-02-18,0.1067123865013567,0.1223386418412228
2025-02-19,0.1026436340509826,0.1186118679471076
2025-02-20,0.1024537637873293,0.11556205365306343
2025-02-21,0.1179182842093041,0.11241425726966886
2025-02-24,0.1184493472466833,0.11018866446158439
2025-02-25,0.1087680326715841,0.12614782183632128
2025-02-26,0.1035771667932074,0.12358392743951854
2025-02-27,0.1164009464734322,0.12137722829078526
2025-02-28,0.1290773271545893,0.11769595163598759
2025-03-03,0.141525574611348,0.13013804089647535
2025-03-04,0.1451878454015538,0.13980453164943113
2025-03-05,0.1489326280442794,0.15197454511190467
2025-03-06,0.1580456441843346,0.1544484990474846
2025-03-07,0.1593131659003565,0.15540624116601323
2025-03-10,0.1802804409414135,0.16598903093657014
2025-03-11,0.1768558565527839,0.1623932118528599
2025-03-12,0.1792632030066857,0.18923287333444616
2025-03-13,0.1823123707415327,0.18631730979557287
2025-03-14,0.1960628791514476,0.18180982619103034
2025-03-17,0.200011727872332,0.1838331822825816
2025-03-18,0.2000169798412713,0.19515969767378563
2025-03-19,0.2059387008145443,0.19155754969330743
2025-03-20,0.2059648365874752,0.19046856115130403
2025-03-21,0.1997619708248943,0.1894086341245372
2025-03-24,0.2128536014901624,0.1839834196902058
2025-03-25,0.2130827045350972,0.1786812916516906
2025-03-26,0.216048766104267,0.18648095605825946
2025-03-27,0.2097910595259367,0.18104087870826924
2025-03-28,0.209731863036627,0.18163204116105017
2025-03-31,0.2054504447607344,0.1764021217849422
2025-04-01,0.2027912572032745,0.18843674295007315
2025-04-02,0.1999030810787749,0.1845391322395724
2025-04-03,0.2597608483875023,0.17925313978890153
2025-04-04,0.3267585647723174,0.17551499818915386
2025-04-07,0.3179642323835945,0.25994767326981977
2025-04-08,0.3200054205242957,0.3443030240495432
2025-04-09,0.4924963455675312,0.33388613819219976
2025-04-10,0.5151400330437838,0.3294835042619313
2025-04-11,0.5136008161362171,0.5028232455917702
2025-04-14,0.5141737603349097,0.5177052205354712
2025-04-15,0.5132363421258695,0.5066228991652089
2025-04-16,0.5156919775158655,0.4926216992101738
2025-04-17,0.5160201640209618,0.47773896483781597
2025-04-21,0.5210959337203341,0.4713602958235385
2025-04-22,0.5263549443847088,0.4570343888812563
2025-04-23,0.5305297549249526,0.452904583469517
2025-04-24,0.5364044558245016,0.45032231751611934
2025-04-25,0.5373755788161289,0.4406787542455428
2025-04-28,0.5327372763010436,0.43486387708878627
2025-04-29,0.5326664085017185,0.422544523720853
2025-04-30,0.5325381860428147,0.4096747973073917
2025-05-01,0.5326740851900064,0.3979443130394137
2025-05-02,0.5008548389908828,0.3858244105346549
2025-05-05,0.4439659007425307,0.375077189822448
2025-05-06,0.4460104499160061,0.36813696841240245
2025-05-07,0.439173034322036,0.35762185527956264
2025-05-08,0.2657235259291025,0.3482599638615238
2025-05-09,0.2025826772213867,0.33804466942453487
2025-05-12,0.2221018345002768,0.32885671768881297
2025-05-13,0.2214033512647473,0.31887695791685905
2025-05-14,0.2201510871150488,0.3340133287767201
2025-05-15,0.1958535692124036,0.3248478055621931
2025-05-16,0.1951688969387736,0.3149907870315817
2025-05-19,0.1610673754474326,0.30598203548870556
2025-05-20,0.1497383480558045,0.29767482020081776
2025-05-21,0.1656984346656943,0.2886377521525235
2025-05-22,0.15403614893509,0.2801509323069656
2025-05-23,0.1572643328595257,0.27953937701831205
2025-05-27,0.1694854878645808,0.27102782480632126
2025-05-28,0.1722888808481482,0.2641174260358222
2025-05-29,0.172057810854564,0.26828118942243306
2025-05-30,0.1720120718324865,0.2610849152171098
2025-06-02,0.1665035689911796,0.25359433366322126
2025-06-03,0.1641578233175719,0.24590733614141416
2025-06-04,0.1592635270017186,0.23941442025666998
2025-06-05,0.1617398415198555,0.23317165620886346
2025-06-06,0.1632715137496177,0.2260707192302579
2025-06-09,0.162710320970987,0.21999169715940528
