Date,test_actual,test_forecast
2025-01-16,591.6400146484375,474.85264762594954
2025-01-17,597.5800170898438,474.90433173712347
2025-01-21,603.0499877929688,474.93566501995423
2025-01-22,606.4400024414062,474.9496501753539
2025-01-23,609.75,474.95547300150986
2025-01-24,607.969970703125,474.95784973599973
2025-01-27,599.3699951171875,474.9588140564843
2025-01-28,604.52001953125,474.95920459223083
2025-01-29,601.8099975585938,474.95936266335247
2025-01-30,605.0399780273438,474.9594266320659
2025-01-31,601.8200073242188,474.9594525177088
2025-02-03,597.77001953125,474.95946299244133
2025-02-04,601.780029296875,474.95946723106294
2025-02-05,604.219970703125,474.95946894622693
2025-02-06,606.3200073242188,474.95946964027
2025-02-07,600.77001953125,474.9594699211153
2025-02-10,604.8499755859375,474.9594700347597
2025-02-11,605.3099975585938,474.95947008074603
2025-02-12,603.3599853515625,474.95947009935446
2025-02-13,609.72998046875,474.9594701068844
2025-02-14,609.7000122070312,474.9594701099314
2025-02-18,611.489990234375,474.95947011116436
2025-02-19,612.9299926757812,474.9594701116633
2025-02-20,610.3800048828125,474.9594701118652
2025-02-21,599.9400024414062,474.95947011194687
2025-02-24,597.2100219726562,474.95947011197995
2025-02-25,594.239990234375,474.9594701119933
2025-02-26,594.5399780273438,474.9594701119987
2025-02-27,585.0499877929688,474.95947011200093
2025-02-28,594.1799926757812,474.95947011200184
2025-03-03,583.77001953125,474.9594701120022
2025-03-04,576.8599853515625,474.95947011200235
2025-03-05,583.0599975585938,474.9594701120024
2025-03-06,572.7100219726562,474.9594701120024
2025-03-07,575.9199829101562,474.9594701120024
2025-03-10,560.5800170898438,474.9594701120024
2025-03-11,555.9199829101562,474.9594701120024
2025-03-12,558.8699951171875,474.9594701120024
2025-03-13,551.4199829101562,474.9594701120024
2025-03-14,562.8099975585938,474.9594701120024
2025-03-17,567.1500244140625,474.9594701120024
2025-03-18,561.02001953125,474.9594701120024
2025-03-19,567.1300048828125,474.9594701120024
2025-03-20,565.489990234375,474.9594701120024
2025-03-21,563.97998046875,474.9594701120024
2025-03-24,574.0800170898438,474.9594701120024
2025-03-25,575.4600219726562,474.9594701120024
2025-03-26,568.5900268554688,474.9594701120024
2025-03-27,567.0800170898438,474.9594701120024
2025-03-28,555.6599731445312,474.9594701120024
2025-03-31,559.3900146484375,474.9594701120024
2025-04-01,560.969970703125,474.9594701120024
2025-04-02,564.52001953125,474.9594701120024
2025-04-03,536.7000122070312,474.9594701120024
2025-04-04,505.2799987792969,474.9594701120024
2025-04-07,504.3800048828125,474.9594701120024
