Date,adj close,close,high,low,open,volume,daily_return,log_return,realized_vol_5d,realized_vol_20d,realized_vol_60d
2021-01-19,353.4607238769531,378.6499938964844,379.2300109863281,376.75,378.3399963378906,51233300,,,,,
2021-01-20,358.3521728515625,383.8900146484375,384.7900085449219,380.69000244140625,381.1099853515625,61836100,0.013838692292137411,0.013743811934587761,,,
2021-01-21,358.6789245605469,384.239990234375,384.95001220703125,383.25,384.489990234375,47840100,0.0009116558716901757,0.0009112405658674767,,,
2021-01-22,357.4093933105469,382.8800048828125,384.1300048828125,381.8399963378906,382.25,52860500,-0.0035394164744094736,-0.0035456950282216223,,,
2021-01-25,358.81903076171875,384.3900146484375,384.7699890136719,378.4599914550781,383.6700134277344,70402000,0.003943819855746211,0.003936063384946354,,,
2021-01-26,358.25897216796875,383.7900085449219,385.8500061035156,383.5400085449219,385.4100036621094,42665300,-0.001560930514972858,-0.0015621500362329908,0.10762748584304989,,
2021-01-27,349.5029296875,374.4100036621094,380.32000732421875,372.010009765625,380.2200012207031,123351100,-0.024440461382450485,-0.024744086832159302,0.1807462378380442,,
2021-01-28,352.5086975097656,377.6300048828125,381.92999267578125,375.8900146484375,376.3599853515625,94198100,0.008600200820512827,0.008563429768650509,0.20327516483400282,,
2021-01-29,345.4516296386719,370.07000732421875,376.6700134277344,368.2699890136719,375.6300048828125,126765100,-0.02001958917681823,-0.02022269647323826,0.23557630116332512,,
2021-02-01,351.20184326171875,376.2300109863281,377.3399963378906,370.3800048828125,373.7200012207031,75817600,0.01664550906637663,0.016508490980280167,0.2836887732077497,,
2021-02-02,356.1678161621094,381.54998779296875,383.2200012207031,376.32000732421875,379.6499938964844,64450700,0.014140224467191542,0.014041184037211015,0.3132342136292821,,
2021-02-03,356.4479064941406,381.8500061035156,383.70001220703125,380.4800109863281,382.44000244140625,52427100,0.0007863145594166898,0.000786005576084967,0.2348086643132852,,
2021-02-04,360.4992370605469,386.19000244140625,386.239990234375,381.9700012207031,382.9599914550781,47142600,0.011365709751263164,0.011301605342968543,0.23897645430502565,,
2021-02-05,361.9180908203125,387.7099914550781,388.4700012207031,386.1400146484375,388.20001220703125,48669800,0.003935858007879212,0.003928132782376073,0.10642783033795693,,
2021-02-08,364.5318603515625,390.510009765625,390.55999755859375,388.3500061035156,389.2699890136719,38365200,0.0072219400383219945,0.007195986710037045,0.08517507919753378,,
2021-02-09,364.2890930175781,390.25,390.8900146484375,389.1700134277344,389.6099853515625,35551100,-0.0006658210010571652,-0.0006660427582991057,0.07709298564014724,,
2021-02-10,364.1304016113281,390.0799865722656,392.2799987792969,387.5,392.1199951171875,59154400,-0.00043565260149747154,-0.0004357475256623747,0.08118929602462562,,
2021-02-11,364.71844482421875,390.7099914550781,391.69000244140625,388.1000061035156,391.239990234375,42913300,0.0016150658954552366,0.0016137630790994486,0.052271769882169236,,
2021-02-12,366.5201416015625,392.6400146484375,392.8999938964844,389.7699890136719,389.8500061035156,50593300,0.004939784585931806,0.004927623881120012,0.054628739636132934,,
2021-02-16,366.2027587890625,392.29998779296875,394.1700134277344,391.5299987792969,393.9599914550781,50972400,-0.0008660015352057737,-0.0008663767311644201,0.03895480815989048,,
2021-02-17,366.2867736816406,392.3900146484375,392.6600036621094,389.3299865722656,390.4200134277344,52290600,0.00022948472666350916,0.00022945839907139974,0.03714216075534685,0.1606067932437968,
2021-02-18,364.72784423828125,390.7200012207031,391.5199890136719,387.739990234375,389.5899963378906,59712800,-0.004256003887434856,-0.0042650864514255605,0.053446910087871426,0.1554567496501505,
2021-02-19,364.08380126953125,390.0299987792969,392.3800048828125,389.54998779296875,392.07000732421875,83241000,-0.0017659767589335296,-0.0017675379341602648,0.053711833960729295,0.15574055860902222,
2021-02-22,361.28338623046875,387.0299987792969,389.6199951171875,386.739990234375,387.05999755859375,67414200,-0.007691716045917785,-0.007721449861292021,0.050399416910930056,0.15795698127495525,
2021-02-23,361.7220458984375,387.5,388.95001220703125,380.20001220703125,384.6600036621094,107284100,0.0012143793044092632,0.0012136425422739111,0.057318574344251756,0.15747531299979192,
2021-02-24,365.7079772949219,391.7699890136719,392.2300109863281,385.2699890136719,386.3299865722656,72433900,0.011019326486895187,0.010959056064222558,0.11281226275190963,0.1616206444864697,
2021-02-25,356.8960266113281,382.3299865722656,391.8800048828125,380.7799987792969,390.4100036621094,146670500,-0.024095777385022776,-0.02439082995098161,0.20773654146495663,0.1608766484176394,
2021-02-26,355.0570068359375,380.3599853515625,385.5799865722656,378.2300109863281,384.3500061035156,152701600,-0.005152620223082494,-0.005165940747434498,0.20648102253395192,0.1597460501094905,
2021-03-01,363.66375732421875,389.5799865722656,390.9200134277344,380.57000732421875,385.5899963378906,105348800,0.02424019764376939,0.02395106712203497,0.28708312322769264,0.16120524646517292,
2021-03-02,360.8259582519531,386.5400085449219,390.07000732421875,386.0,389.82000732421875,79595300,-0.0078032191902133174,-0.007833823617744123,0.29437393726780314,0.15637214446502135,
2021-03-03,356.04656982421875,381.4200134277344,386.8299865722656,381.30999755859375,385.7900085449219,119940200,-0.013245705500087857,-0.013334212282538064,0.2851956546157781,0.1570992217580163,
2021-03-04,351.6405334472656,376.70001220703125,384.0,371.8800048828125,381.2200012207031,183433000,-0.012374812685589154,-0.012452018277786133,0.24471318656520516,0.16311426461166087,
