Date,adj close,close,high,low,open,volume,daily_return,log_return,realized_vol_5d,realized_vol_20d,realized_vol_60d,parkinson_vol_20d,garman_klass_vol_20d,vol_of_vol_20d,leverage_effect,vol_lag_1d,vol_lag_5d,vol_lag_20d,volume_ratio,volume_trend,daily_range,avg_range,range_volatility,squared_return,ma_squared_return,squared_return_deviation
2021-02-02,131.40634155273438,134.99000549316406,136.30999755859375,134.61000061035156,135.72999572753906,83305400,0.0063367087176327,0.0063167161923707,0.3888475982922835,,,,,,,,,,,,0.012593502326572435,,,3.99009034549582e-05,,
2021-02-03,130.38421630859375,133.94000244140625,135.77000427246094,133.61000061035156,135.75999450683594,89880900,-0.0077783762429062,-0.007808785604338,0.3887857798491833,,,,,,,,,,,,0.016126650908897033,,,6.097713261451639e-05,,
2021-02-04,133.74264526367188,137.38999938964844,137.39999389648438,134.58999633789062,136.3000030517578,84183100,0.025757778746879,0.0254316357838671,0.3944523645418912,,,,,,,,,,,,0.020452708137980148,,,0.0006467680986432696,,
2021-02-05,133.32827758789062,136.75999450683594,137.4199981689453,135.86000061035156,137.35000610351562,75693800,-0.0045855221312415,-0.0045960678887352,0.2219502962735503,,,,,,,,,,,,0.011406826712878916,,,2.1123840037862836e-05,,
2021-02-08,133.47454833984375,136.91000366210938,136.9600067138672,134.9199981689453,136.02999877929688,71297200,0.0010968789214593,0.0010962777893145,0.2079522523621078,,,,,,,,,,,,0.01490036148093727,,,1.2018249913442871e-06,,
2021-02-09,132.59710693359375,136.00999450683594,137.8800048828125,135.85000610351562,136.6199951171875,76774200,-0.0065737282243789,-0.0065954303372428,0.2191368659304292,,,,,,,,,,,,0.014925364762034795,,,4.349970133342267e-05,,
2021-02-10,131.9926300048828,135.38999938964844,136.99000549316406,134.39999389648438,136.47999572753906,73046600,-0.0045584526301583,-0.0045688740577984,0.2115363926678371,,,,,,,,,,,,0.019130006709178794,,,2.087461015602322e-05,,
2021-02-11,131.73919677734375,135.1300048828125,136.38999938964844,133.77000427246094,135.89999389648438,64280000,-0.0019203376025409,-0.0019221838147405,0.0472075419280982,,,,,,,,,,,,0.019388699937216855,,,3.694790617650341e-06,,
2021-02-12,131.97315979003906,135.3699951171875,135.52999877929688,133.69000244140625,134.35000610351562,60145100,0.0017759951580194,0.001774419943392,0.0569865084720751,,,,,,,,,,,,0.013592349887416125,,,3.148566135507269e-06,,
2021-02-16,129.84786987304688,133.19000244140625,136.00999450683594,132.7899932861328,135.49000549316406,80576300,-0.0161039577041727,-0.0162350355843806,0.1073806506825515,,,0.2783398484423644,0.29937528433226596,,,,,,0.8009172504057327,,0.024175997910351323,0.02592266334978347,0.013632280935730235,0.00026357638042610437,,
2021-02-17,127.55684661865234,130.83999633789062,132.22000122070312,129.47000122070312,131.25,97918500,-0.0176440127670202,-0.0178015238622268,0.1392590100510005,0.3214212287589238,,0.28037338104688847,0.3019167344541392,,,,,,0.9698445723999024,0.029097731702434366,0.021018037885741008,0.02628123783770771,0.01339008640652476,0.00031689425181743015,0.00039082254361072044,-7.392829179329028e-05
2021-02-18,126.4551773071289,129.7100067138672,130.0,127.41000366210938,129.1999969482422,96856700,-0.0086364235375341,-0.0086739335677855,0.1363695705805634,0.3009967790844783,,0.27623878509357025,0.3018968685288756,,,0.3214212287589238,,,0.9628864992420465,0.0210838606360789,0.01996759080896517,0.025787531307628765,0.013433861455065595,7.523712353835608e-05,0.00034232977703106226,-0.00026709265349270615
2021-02-19,126.61115264892578,129.8699951171875,130.7100067138672,128.8000030517578,130.24000549316406,87668800,0.0012334314627955,0.0012326714111257,0.1474501208656145,0.2679713555111056,,0.26132452332772677,0.2872155007760471,,,0.3009967790844783,,,0.8858490970217603,0.00875288374949908,0.01470704345823601,0.024301797030640053,0.012896959655719726,1.5194788078066245e-06,0.0002775972031991649,-0.00027607772439135826
2021-02-22,122.83827209472656,126.0,129.72000122070312,125.5999984741211,128.00999450683594,103916400,-0.0297989933217094,-0.0302520055728263,0.1850210248291008,0.2755764636686513,,0.2596356537274648,0.28644881173172304,,,0.2679713555111056,,,1.0556459050806142,0.02038783023871634,0.03269843449668279,0.024200182630976,0.012818231924303883,0.0009151838411783134,0.0003106427744618767,0.0006045410667164367
2021-02-23,122.7017822265625,125.86000061035156,126.70999908447266,118.38999938964844,123.76000213623048,158273000,-0.0011111062670511,-0.0011117240032422,0.2053297337323013,0.248621544390329,,0.26759786529687324,0.2941085981392883,,,0.2755764636686513,,,1.6072933807262804,0.02769135157581045,0.0661051935045035,0.024514257321140202,0.013778045910788505,1.2359302593848633e-06,0.0002734194178828174,-0.0002721834876234325
2021-02-24,122.20459747314452,125.3499984741211,125.55999755859376,122.2300033569336,124.94000244140624,111039900,-0.0040521383581537,-0.0040603705168804,0.2011393371787116,0.2469913393490641,,0.27014725955218055,0.29731123016455935,,,0.248621544390329,0.3214212287589238,,1.120435638361313,0.031556975275682644,0.02656557034061439,0.024819202553866947,0.013751213321465427,1.648660873435161e-05,0.0002741029823865068,-0.0002576163736521552
2021-02-25,117.95399475097656,120.98999786376952,126.45999908447266,120.54000091552734,124.68000030517578,148199500,-0.0347826139882379,-0.0354019325342254,0.2771312984260318,0.2673032136710149,,0.2828991826192402,0.30696254033790304,,,0.2469913393490641,0.3009967790844783,,1.489861393665484,0.02671571028294346,0.048929649338543026,0.025896545412001704,0.014769010564734961,0.0012532968271578467,0.0003337929774100254,0.0009195038497478213
2021-02-26,118.21722412109376,121.26000213623048,124.8499984741211,121.1999969482422,122.58999633789062,164560400,0.0022316247394678,0.0022291383633973,0.2806316545450506,0.2486048008988932,,0.2783551364286484,0.3026778691318631,,,0.2673032136710149,0.2679713555111056,,1.6362939781525057,0.03160465350978366,0.03010062231219714,0.025472183907349392,0.014504723593253922,4.969057843169593e-06,0.00027063117086746435,-0.00026566211302429474
2021-03-01,124.58335876464844,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900,0.0538512177491197,0.052451280524396,0.5012001728406625,0.2971554809223024,,0.2724744462136355,0.29354201436518673,,,0.2486048008988932,0.2755764636686513,,1.1928015266412277,0.004707460462262942,0.040222234547491055,0.02500906160658538,0.0138298446860557,0.0027511368286488834,0.00033545991224552687,0.0024156769164033567
2021-03-02,121.98037719726562,125.12000274658205,128.72000122070312,125.01000213623048,128.41000366210938,102260900,-0.0208936391722092,-0.0211150000363397,0.5303593194399078,0.2968572367649523,,0.2702826045963462,0.2850965953565463,,,0.2971554809223024,0.248621544390329,,1.0508859231544634,0.018746055644766623,0.02965152655876192,0.024832918601259985,0.013742532703674587,0.00044584322653462555,0.0003443284511465413,0.00010151477538808423
2021-03-03,118.99714660644533,122.05999755859376,125.70999908447266,121.83999633789062,124.80999755859376,112966300,-0.0244565626663708,-0.0247605916339244,0.5571280401021512,0.3036721267708322,,0.2770925690288996,0.2901327293538171,,,0.2968572367649523,0.2469913393490641,,1.14347300940281,0.03477410709837089,0.03170574163516817,0.025788530566689772,0.013509169202435542,0.000613086898061967,0.0003729877508768918,0.00024009914718507524
2021-03-04,117.1155776977539,120.12999725341795,123.5999984741211,118.62000274658205,121.75,178155000,-0.0158118986054321,-0.0159382402447904,0.505677607775019,0.3060191993231306,,0.28861319516726514,0.305327919768039,,,0.3036721267708322,0.2673032136710149,,1.7262081131345297,0.059680646593672934,0.04145505570131324,0.02705495080631058,0.01374096274315427,0.00025402750210065634,0.00038264026935119885,-0.0001286127672505425
2021-03-05,118.37320709228516,121.41999816894533,121.94000244140624,117.56999969482422,120.9800033569336,153766600,0.0107383746359874,0.0106811277520809,0.5130336174664664,0.2903610421283983,,0.29565188208601234,0.3149140767511961,,,0.3060191993231306,0.2486048008988932,,1.4413120550839524,0.05600557165422119,0.035990798982730506,0.027831855348548096,0.01378720849974207,0.00011408649005627277,0.00035600618892184894,-0.00024191969886557617
2021-03-08,113.44017028808594,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600,-0.0416735104175607,-0.0425667557495759,0.3056672511337513,0.3176194515103932,,0.3069722197268656,0.31858287706574034,,,0.2903610421283983,0.2971554809223024,,1.3955666595054688,0.0612460882671365,0.041165356569285015,0.02931978184136841,0.013524592474163788,0.0018119286950440529,0.0004455464316721584,0.0013663822633718944
2021-03-09,118.0514678955078,121.08999633789062,122.05999755859376,118.79000091552734,119.02999877929688,129525800,0.0406496708725376,0.039845201651029,0.5123310122030166,0.3594851696492316,,0.3107405338872669,0.32170073552686124,,,0.3176194515103932,0.2968572367649523,,1.140887631960423,0.056101530454668744,0.027004680336613376,0.029924997784152207,0.013109843057694949,0.001587640094611164,0.0005248683451531495,0.0010627717494580144
2021-03-10,116.9693374633789,119.9800033569336,122.16999816894533,119.4499969482422,121.69000244140624,111943300,-0.009166677797724,-0.0092089503193459,0.4888604063588521,0.3596488015602825,,0.312831811060658,0.32314371324662894,,,0.3594851696492316,0.3036721267708322,,0.9709783693491445,0.045473308324955206,0.022670454614101637,0.030312252276755554,0.012752980662775847,8.480476598418093e-05,0.0005269335983856874,-0.00044212883240150647
2021-03-11,118.89965057373048,121.95999908447266,123.20999908447266,121.26000213623048,122.54000091552734,103026500,0.0165027143869023,0.0163680244092137,0.4906133168910361,0.3685313795158385,,0.3120330318604826,0.3223869013659024,,,0.3596488015602825,0.3060191993231306,,0.8821655103352716,0.04391821623336245,0.015988823900298283,0.030155193136311532,0.012916241169382814,0.0002679122230606155,0.000539285479030917,-0.0002713732559703015
2021-03-12,117.99298095703124,121.02999877929688,121.16999816894533,119.16000366210938,120.4000015258789,88105100,-0.0076254535270342,-0.0076546759487128,0.4898520377803955,0.368412072626988,,0.3113301064808922,0.32148163280820724,,,0.3685313795158385,0.2903610421283983,,0.746783570661428,0.042677371258981606,0.016607407478382765,0.030016128513369822,0.013052514930096565,5.85940638798022e-05,0.0005420304426940247,-0.00048343637881422246
2021-03-15,120.87870025634766,123.98999786376952,124.0,120.41999816894533,121.41000366210938,92403800,0.0244567389434609,0.0241624612981385,0.3344984545137588,0.3825818398076079,,0.31619237477202883,0.3251254757021437,,,0.368412072626988,0.3176194515103932,,0.772656348087104,0.04833322009461062,0.02887331149878798,0.03078017659393841,0.012474995856962826,0.0005838245359840408,0.0005710642411864513,1.2760294797589558e-05
2021-03-16,122.4190673828125,125.56999969482422,127.22000122070312,124.72000122070312,125.6999969482422,115227900,0.0127429781294994,0.0126624696078525,0.23699179485278,0.3844624344089785,,0.3148949782605506,0.3255657909995027,0.04581825002941476,,0.3825818398076079,0.3594851696492316,,0.9497461548406224,0.04369849085912323,0.019909214032617743,0.030566837400051738,0.012629408640748989,0.00016033813656978824,0.0005659023289936354,-0.0004055641924238471
2021-03-17,121.62939453125,124.76000213623048,125.86000061035156,122.33999633789062,124.0500030517578,111932600,-0.0064505659039763,-0.0064714607082267,0.2255221639842514,0.3807413537504426,,0.31750269644768997,0.3288895734778694,0.048401803733111544,0.26188269059674296,0.3844624344089785,0.3596488015602825,0.3214212287589238,0.9172874719372526,0.03150723252421598,0.02821420497105557,0.030926645754317462,0.012444198301197387,4.1879803698122014e-05,0.0005521516065876699,-0.0005102718028895479
2021-03-18,117.50552368164062,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341795,121229700,-0.0339051241143349,-0.0344932343898645,0.3555498188651027,0.3970828966633826,,0.31855215299961415,0.32764987770804954,0.05174054755221642,0.2181778950857608,0.3807413537504426,0.3685313795158385,0.3009967790844783,0.9836536050754477,0.036202408398988424,0.02372853761982131,0.031114693094860268,0.01229742804775796,0.001189783218674131,0.0006078789113444588,0.0005819043073296721
2021-03-19,116.97906494140624,119.98999786376952,121.43000030517578,119.68000030517578,119.9000015258789,185549500,-0.0044802200364753,-0.004490286299564,0.3532829561921514,0.3966651182847123,,0.31850962906338387,0.3276485067607906,0.05312485212686282,0.25949676175410713,0.3970828966633826,0.368412072626988,0.2679713555111056,1.4480405102813299,0.06747351657624331,0.014584548972047322,0.031108568370550833,0.012306057436725372,2.016267105205216e-05,0.000608811070956671,-0.0005886483999046189
2021-03-22,120.29376983642578,123.38999938964844,123.87000274658205,120.26000213623048,120.33000183105467,111912300,0.0283357078624093,0.0279416777910254,0.3712900340562818,0.3992761012144223,,0.31731623093692335,0.323189373644402,0.05427829870320433,0.24970984115398448,0.3966651182847123,0.3825818398076079,0.2755764636686513,0.8706544898389295,0.03836404320417856,0.029256833035161006,0.030936488297474744,0.012306718236941723,0.000780737357777482,0.0006020887467866295,0.00017864861099085253
2021-03-23,119.46510314941406,122.54000091552734,124.23999786376952,122.13999938964844,123.33000183105467,95467100,-0.0068887144689653,-0.0069125511951571,0.3514888079812432,0.3998192242296907,,0.2846892336098534,0.2799987275182457,0.05270672538161417,0.27802669266534624,0.3992761012144223,0.3844624344089785,0.248621544390329,0.7613137818527728,0.004862678250523345,0.017137248722306674,0.028488091058364907,0.009490547007723518,4.778336402566785e-05,0.0006044161184749436,-0.0005566327544492758
2021-03-24,117.07655334472656,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500,-0.0199935087263922,-0.020196083590877,0.3684849613064545,0.4053415601425816,,0.2832506843206518,0.27360475107215476,0.05005353292904936,0.2812585032297154,0.3998192242296907,0.3807413537504426,0.2469913393490641,0.7123908843289496,0.01615110055977743,0.023565675054998476,0.028338096294084115,0.00954607467530688,0.0004078817924096912,0.0006239858776587107,-0.00021610408524901944
2021-03-25,117.56402587890624,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700,0.0041635441356262,0.0041549005693488,0.2832808988293545,0.3861599186739001,,0.268338657425904,0.25976455018884637,0.047128308754951595,0.35000902704056464,0.4053415601425816,0.3970828966633826,0.2673032136710149,0.8115020262982625,0.005243780747718696,0.022058244820375487,0.026994526068175734,0.008305813281685679,1.7263198741174987e-05,0.000562184196237877,-0.000544920997496702
2021-03-26,118.16847229003906,121.20999908447266,121.4800033569336,118.91999816894533,120.3499984741211,94071200,0.0051414111071435,0.0051282391819545,0.2816883357880211,0.3865353058016403,,0.2647005055395645,0.25518937094051,0.040803862527310435,0.3752191374227215,0.3861599186739001,0.3966651182847123,0.2486048008988932,0.795325234793171,-0.0026907560802396035,0.021120412567647736,0.026545515580948264,0.008371534847393827,2.6298837107333356e-05,0.0005632506852010853,-0.0005369518480937519
2021-03-29,118.34396362304688,121.38999938964844,122.58000183105467,120.7300033569336,121.6500015258789,80819200,0.0014850285169158,0.0014839269525027,0.1680037240850392,0.3334657994629377,,0.2519427996459713,0.2469516549178779,0.03864285758742652,-0.005329769837621394,0.3865353058016403,0.3992761012144223,0.2971554809223024,0.6936929196529648,0.004926673138365223,0.015240122608311328,0.025296409983989278,0.008082219897796212,2.2020392003639503e-06,0.0004258039457286592,-0.00042360190652829526
2021-03-30,116.89132690429688,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900,-0.0122744696536887,-0.0123504231219592,0.1794784975747846,0.3284136812758816,,0.2456446970698789,0.24475434170714616,0.036462873536740555,-0.0019013021867650118,0.3334657994629377,0.3998192242296907,0.2968572367649523,0.7406176962122226,0.013967580922887963,0.012844044169548688,0.024456035864528616,0.008470049685537275,0.00015253295129142444,0.00041113843196649916,-0.0002586054806750747
2021-03-31,119.08487701416016,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800,0.0187656377928766,0.0185917354358634,0.174996679037665,0.3248268700673988,,0.24000762171329112,0.24175130039609957,0.03493480154530902,0.002314802948851018,0.3284136812758816,0.4053415601425816,0.3036721267708322,1.0205240617778446,0.02778958952671339,0.019402333913891838,0.0238408654784648,0.008361900027729657,0.0003456526265171388,0.0003977667183892577,-5.211409187211893e-05
2021-04-01,119.91354370117188,123.0,124.18000030517578,122.48999786376952,123.66000366210938,75089100,0.0069586448096852,0.0069345451768228,0.1768532026654644,0.3200184128803063,,0.22532391580668323,0.22294707149159235,0.033839828149516964,-0.0006391833184313144,0.3248268700673988,0.3861599186739001,0.3060191993231306,0.6777553671846216,-0.019333227840339418,0.0137398572472054,0.022455105555759407,0.00754589511349997,4.8087916809396354e-05,0.00038746973912469476,-0.0003393818223152984
2021-04-05,122.74079895019533,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658205,88651200,0.0235772481778773,0.0233035977976528,0.2249605301640186,0.3280249626780287,,0.21797377832414486,0.20968183033905988,0.03036838518615694,0.045569948916705856,0.3200184128803063,0.3865353058016403,0.2903610421283983,0.8243932282941318,-0.003457842405404038,0.024543319538006536,0.021882731583523208,0.006868936675619517,0.0005430576703147684,0.0004089182981376196,0.00013413937217714882
2021-04-06,123.0429916381836,126.20999908447266,127.12999725341795,125.6500015258789,126.5,80171300,0.0024622522226898,0.0024592258464687,0.2233931312205469,0.2830909720032741,,0.20179555363811685,0.20432703747129166,0.03404386805553774,0.2676643296104231,0.3280249626780287,0.3334657994629377,0.3176194515103932,0.7721785228147507,-0.008438927750963898,0.011726453833095138,0.020410786446713715,0.005546271539020941,6.047791763939694e-06,0.0003186242529736139,-0.0003125764612096742
2021-04-07,124.69061279296876,127.9000015258789,127.91999816894533,125.13999938964844,125.83000183105467,83466700,0.0133904005519811,0.0133015414985073,0.1340871455170635,0.2526331824387622,,0.19890745890637007,0.20070462243919215,0.04228132118098258,-0.059682559274637594,0.2830909720032741,0.3284136812758816,0.3594851696492316,0.8221548716547479,0.0016650551850387273,0.021735721236362866,0.020147338491701187,0.005337796464203882,0.0001769310062365118,0.0002480887985548813,-7.115779231836947e-05
2021-04-08,127.0888671875,130.36000061035156,130.38999938964844,128.52000427246094,128.9499969482422,88844600,0.0192337690001895,0.0190511381363606,0.1353455384615985,0.254817836666429,,0.19547025874384963,0.1969829500601649,0.04830310324472533,-0.02203566798501616,0.2526331824387622,0.3248268700673988,0.3596488015602825,0.8851978990889778,0.011673897189892502,0.01434485354734655,0.019731058438363435,0.005454048644323483,0.0003629458642906932,0.0002619958534702069,0.00010095001082048631
2021-04-09,129.66261291503906,133.0,133.0399932861328,129.47000122070312,129.8000030517578,106686700,0.0202516061467308,0.0200492695703465,0.130182869839079,0.2574802736567169,,0.20103325246822928,0.19769344966334196,0.05273014213426223,-0.026721717540103954,0.254817836666429,0.3200184128803063,0.3685313795158385,1.0610319080731472,0.02569781200300677,0.026842045604734494,0.020273719523585247,0.005600086859065167,0.0004019732103044222,0.0002686989028323972,0.00013327430747202496
2021-04-12,127.94681549072266,131.24000549316406,132.85000610351562,130.6300048828125,132.52000427246094,91420000,-0.0132330414047814,-0.0133213782729861,0.2217103990557982,0.2617300417722427,,0.20108047552803526,0.1969341920685461,0.055909122663992235,-0.04949729693764336,0.2574802736567169,0.3280249626780287,0.368412072626988,0.9077036557064744,0.025784425106657897,0.016915583113250927,0.02028912830532865,0.005589882642958535,0.00017745911909198615,0.00027464215559300643,-9.718303650102029e-05
2021-04-13,131.05674743652344,134.42999267578125,134.66000366210938,131.92999267578125,132.44000244140625,91266500,0.0243065151561834,0.0240158130338785,0.2380961522704121,0.2615810494225763,,0.19605980915943927,0.19258366137302996,0.05792888758073626,-0.10035894403914014,0.2617300417722427,0.2830909720032741,0.3825818398076079,0.9066914897923753,0.023260942316293824,0.02030804980338261,0.019860865220558386,0.005213004703863788,0.0005767592756782085,0.00027428889257771484,0.00030247038310049365
2021-04-14,128.71697998046875,132.02999877929688,135.0,131.66000366210938,134.94000244140625,87222800,-0.017853113347054,-0.0180144027371861,0.3215966185198833,0.270679484135131,,0.19874993262351273,0.19040134213321394,0.058616694756991494,-0.17214758889852638,0.2615810494225763,0.2526331824387622,0.3844624344089785,0.8787432661985761,0.008695421313564372,0.025297253417943356,0.020130267189824667,0.00535297936427026,0.000324518705977538,0.0002824979210481023,4.202078492943572e-05
2021-04-15,131.1249542236328,134.5,135.0,133.63999938964844,133.82000732421875,89347100,0.0187078788422319,0.0185350387964336,0.320331498963655,0.2742078370618483,0.3252517664245588,0.19055382131899795,0.17850157158659788,0.05873912770706821,-0.13991233092585822,0.270679484135131,0.254817836666429,0.3807413537504426,0.9105038408764682,0.011343070270229311,0.010111528701498606,0.019225133376346813,0.005443842972388245,0.0003435476631852987,0.00029758131402246113,4.596634916283757e-05
2021-04-16,130.79351806640625,134.16000366210938,134.6699981689453,133.27999877929688,134.3000030517578,84922400,-0.0025278538133132,-0.0025310542303592,0.2984247643029905,0.2358610886070001,0.3186192370993862,0.18518097286274682,0.17570923456466064,0.05954117261320072,0.05451871575350642,0.2742078370618483,0.2574802736567169,0.3970828966633826,0.881725000734577,0.004713950377208081,0.010360758435496473,0.018556744417130573,0.0056774471521709455,6.406235517019203e-06,0.00023841246486460557,-0.00023200622934758637
2021-04-19,131.4564666748047,134.83999633789062,135.47000122070312,133.33999633789062,133.50999450683594,94264200,0.0050685201045004,0.0050557183954006,0.2668536642392893,0.2329918028273855,0.3099895824894131,0.18567642119780917,0.17507981420926313,0.05941243401917196,0.06963223330644648,0.2358610886070001,0.2617300417722427,0.3966651182847123,1.0274064760890407,-0.016313922061737658,0.015796536195944403,0.01861734377832543,0.005639156731784623,2.5560288493592018e-05,0.00023868234573668255,-0.00021312205724309053
2021-04-20,129.76983642578125,133.11000061035156,135.52999877929688,131.80999755859375,135.02000427246094,94812300,-0.0128299894283883,-0.0129130045626901,0.231041486578345,0.2266214999912143,0.3091909056691162,0.18444639115450534,0.1791738151832705,0.058266905891770866,0.026345908709263188,0.2329918028273855,0.2615810494225763,0.3992761012144223,1.0431008244543285,0.0038198102200472928,0.027946819950760572,0.01855184312410541,0.005515319676561464,0.00016674568683605533,0.0002079827621896112,-4.123707535355587e-05
2021-04-21,130.15008544921875,133.5,133.75,131.3000030517578,132.36000061035156,68847100,0.0029299029964704,0.0029256191960594,0.1820903411350264,0.2231220907869528,0.3037370061779021,0.1850758456993873,0.17963497884263624,0.05587591699928538,0.04643377188320798,0.2266214999912143,0.270679484135131,0.3998192242296907,0.7686945370089534,-0.002525778513085897,0.01835203706548455,0.018612582541264303,0.005505601602780191,8.55924768035125e-06,0.00020602155637234536,-0.00019746230869199411
2021-04-22,128.6292724609375,131.94000244140625,134.14999389648438,131.41000366210938,133.0399932861328,84566500,-0.0116853749707397,-0.0117541855416668,0.1308021002320154,0.2126022315816131,0.3044519992005252,0.18363559769069152,0.18345679963505657,0.05184342341537777,0.14430451114053766,0.2231220907869528,0.2742078370618483,0.4053415601425816,0.9462995576646974,0.012523367936261387,0.020766940910068674,0.018472645834017812,0.005407781041450261,0.00013816087774792886,0.00019253551063925725,-5.437463289132839e-05
2021-04-23,130.9495086669922,134.32000732421875,135.1199951171875,132.16000366210938,132.16000366210938,78657500,0.0180385390235948,0.0178777749987789,0.2036577487865679,0.2176514512862513,0.3066802523273475,0.18365919465344296,0.18100120673742154,0.04767722567147095,0.18219809504965973,0.2126022315816131,0.2358610886070001,0.3861599186739001,0.8902327688618686,0.0032044436368587003,0.022036861924324955,0.018471576689215286,0.005407036903493795,0.0003196148389069639,0.00020765309264754672,0.00011196174625941716
2021-04-26,131.3394775390625,134.72000122070312,135.05999755859375,133.55999755859375,134.8300018310547,66905100,0.0029779174707671,0.0029734922576387,0.2010749066724114,0.2178203363672997,0.2981200879861486,0.1795438783527214,0.17587745984290934,0.04127264592468582,0.1780982012929382,0.2176514512862513,0.2329918028273855,0.3865353058016403,0.7690435850101957,-0.0018515262326062043,0.011134204174646988,0.01797226626956525,0.005606947755111187,8.841656206237295e-06,0.0002067802336024919,-0.0001979385773962546
2021-04-27,131.01773071289062,134.38999938964844,135.41000366210938,134.11000061035156,135.00999450683594,66015800,-0.0024495385099801,-0.0024525435377266,0.1707661046541705,0.2191750863620182,0.287552638046867,0.1777862996681115,0.17315138619704426,0.03928710284592992,0.14932583258368312,0.2178203363672997,0.2266214999912143,0.3334657994629377,0.765332875480117,0.004527476719475282,0.009673361542242458,0.017693928216261805,0.005881179476635158,6.014969804444506e-06,0.00020697088013269592,-0.00020095591032825142
2021-04-28,130.2280731201172,133.5800018310547,135.02000427246094,133.0800018310547,134.30999755859375,107760100,-0.0060272160300057,-0.0060454530122876,0.1790916191324801,0.2135936678447324,0.2858642705023609,0.17834436744866575,0.17357204926263942,0.03711890819217936,0.16434767117961535,0.2191750863620182,0.2231220907869528,0.3284136812758816,1.2334888242078597,0.033142182499045596,0.014523150283078063,0.01777788352193827,0.005819968603005722,3.654750212377722e-05,0.00020117160767431355,-0.00016462410555053634
2021-04-29,130.13058471679688,133.47999572753906,137.07000732421875,132.4499969482422,136.47000122070312,151101000,-0.00074866074371,-0.0007489411301162,0.1473526741294894,0.2087311097341941,0.2855566326490687,0.188264103223849,0.18127858144460468,0.034516510878540574,0.15940700747811093,0.2135936678447324,0.2126022315816131,0.3248268700673988,1.697746876716977,0.03419571899113884,0.034612005722617654,0.01853836711237456,0.006931054380275946,5.609128163797308e-07,0.0001839170219892756,-0.00018335610917289587
2021-04-30,128.16127014160156,131.4600067138672,133.55999755859375,131.07000732421875,131.77999877929688,109839500,-0.0151332714888237,-0.0152489479679366,0.1099396407700151,0.2197690471623213,0.2868091176435239,0.19026182751193674,0.18444742441832002,0.03066705186534329,0.045699979479293676,0.2087311097341941,0.2176514512862513,0.3200184128803063,1.210507081785202,0.03881175816148114,0.0189410475217353,0.01879842662610106,0.006838492513154253,0.00023253041412883775,0.00019313914685524768,3.939126727359006e-05
